Symbol, Mass_Number, Val, Version
Nb, 95, 1.00e+00, 0
Nb, 97, 6.00e-01, 0
Nd, 147, 6.00e-01, 0
Nd, 149, 5.00e-01, 0
Ni, 59, Infinity, 0
Ni, 63, 3.00e+01, 0
Ni, 65, 4.00e-01, 0
Np, 235, 4.00e+01, 0
Np, 236(short), 2.00e+00, 0
Np, 236(long), 2.00e-02, 0
Np, 237, 2.00e-03, 0
Np, 239, 4.00e-01, 0
Os, 185, 1.00e+00, 0
Os, 191, 2.00e+00, 0
Os, 191m, 3.00e+01, 0
Os, 193, 6.00e-01, 0
Os, 194, 3.00e-01, 0
P, 32, 5.00e-01, 0
P, 33, 1.00e+00, 0
Pa, 230, 7.00e-02, 0
Pa, 231, 4.00e-04, 0
Pa, 233, 7.00e-01, 0
Pb, 201, 1.00e+00, 0
Pb, 202, 2.00e+01, 0
Pb, 203, 3.00e+00, 0
Pb, 205, Infinity, 0
Pb, 210, 5.00e-02, 0
Pb, 212, 2.00e-01, 0
Pd, 103, 4.00e+01, 0
Pd, 107, Infinity, 0
Pd, 109, 5.00e-01, 0
Pm, 143, 3.00e+00, 0
Pm, 144, 7.00e-01, 0
Pm, 145, 1.00e+01, 0
Pm, 147, 2.00e+00, 0
Pm, 148m, 7.00e-01, 0
Pm, 149, 6.00e-01, 0
Pm, 151, 6.00e-01, 0
Po, 210, 2.00e-02, 0
Pr, 142, 4.00e-01, 0
Pr, 143, 6.00e-01, 0
Pt, 188, 8.00e-01, 0
Pt, 191, 3.00e+00, 0
Pt, 193, 4.00e+01, 0
Pt, 193m, 5.00e-01, 0
Pt, 195m, 5.00e-01, 0
Pt, 197, 6.00e-01, 0
Pt, 197m, 6.00e-01, 0
Pu, 236, 3.00e-03, 0
Pu, 237, 2.00e+01, 0
Pu, 238, 1.00e-03, 0
Pu, 239, 1.00e-03, 0
Pu, 240, 1.00e-03, 0
Pu, 241, 6.00e-02, 0
Pu, 242, 1.00e-03, 0
Pu, 244, 1.00e-03, 0
Ra, 223, 7.00e-03, 0
Ra, 224, 2.00e-02, 0
Ra, 225, 4.00e-03, 0
Ra, 226, 3.00e-03, 0
Ra, 228, 2.00e-02, 0
Rb, 81, 8.00e-01, 0
Rb, 83, 2.00e+00, 0
Rb, 84, 1.00e+00, 0
Rb, 86, 5.00e-01, 0
Rb, 87, Infinity, 0
Rb, nat, Infinity,  0
Re, 184, 1.00e+00, 0
Re, 184m, 1.00e+00, 0
Re, 186, 6.00e-01, 0
Re, 187, Infinity, 0
Re, 188, 4.00e-01, 0
Re, 189, 6.00e-01, 0
Re, nat, Infinity,  0
Rh, 99, 2.00e+00, 0
Rh, 101, 3.00e+00, 0
Rh, 102, 5.00e-01, 0
Rh, 102m, 2.00e+00, 0
Rh, 103m, 4.00e+01, 0
Rh, 105, 8.00e-01, 0
Rn, 222, 4.00e-03, 0
Ru, 97, 5.00e+00, 0
Ru, 103, 2.00e+00, 0
Ru, 105, 6.00e-01, 0
Ru, 106, 2.00e-01, 0
S, 35, 3.00e+00, 0
Sb, 122, 4.00e-01, 0
Sb, 124, 6.00e-01, 0
Sb, 125, 1.00e+00, 0
Sb, 126, 4.00e-01, 0
Sc, 44, 5.00e-01, 0
Sc, 46, 5.00e-01, 0
Sc, 47, 7.00e-01, 0
Sc, 48, 3.00e-01, 0
Se, 75, 3.00e+00, 0
Se, 79, 2.00e+00, 0
Si, 31, 6.00e-01, 0
Si, 32, 5.00e-01, 0
Sm, 145, 1.00e+01, 0
Sm, 147, Infinity, 0
Sm, 151, 1.00e+01, 0
Sm, 153, 6.00e-01, 0
Sn, 113, 2.00e+00, 0
Sn, 117m, 4.00e-01, 0
Sn, 119m, 3.00e+01, 0
Sn, 121m, 9.00e-01, 0
Sn, 123, 6.00e-01, 0
Sn, 125, 4.00e-01, 0
Sn, 126, 4.00e-01, 0
Sr, 82, 2.00e-01, 0
Sr, 85, 2.00e+00, 0
Sr, 85m, 5.00e+00, 0
Sr, 87m, 3.00e+00, 0
Sr, 89, 6.00e-01, 0
Sr, 90, 3.00e-01, 0
Sr, 91, 3.00e-01, 0
Sr, 92, 3.00e-01, 0
T, nat, 4.00e+01, 0
Ta, 178, 8.00e-01, 0
Ta, 179, 3.00e+01, 0
Ta, 182, 5.00e-01, 0
Tb, 157, 4.00e+01, 0
Tb, 158, 1.00e+00, 0
Tb, 160, 6.00e-01, 0
Tc, 95m, 2.00e+00, 0
Tc, 96, 4.00e-01, 0
Tc, 96m, 4.00e-01, 0
Tc, 97, Infinity, 0
Tc, 97m, 1.00e+00, 0
Tc, 98, 7.00e-01, 0
Tc, 99, 9.00e-01, 0
Tc, 99m, 4.00e+00, 0
Te, 121, 2.00e+00, 0
Te, 121m, 3.00e+00, 0
Te, 123m, 1.00e+00, 0
Te, 125m, 9.00e-01, 0
Te, 127, 7.00e-01, 0
Te, 127m, 5.00e-01, 0
Te, 129, 6.00e-01, 0
Te, 129m, 4.00e-01, 0
Te, 131m, 5.00e-01, 0
Te, 132, 4.00e-01, 0
Th, 227, 5.00e-03, 0
Th, 228, 1.00e-03, 0
Th, 229, 5.00e-04, 0
Th, 230, 1.00e-03, 0
Th, 231, 2.00e-02, 0
Th, 232, Infinity, 0
Th, 234, 3.00e-01, 0
Th, nat, Infinity,  0
Ti, 44, 4.00e-01, 0
Tl, 200, 9.00e-01, 0
Tl, 201, 4.00e+00, 0
Tl, 202, 2.00e+00, 0
Tl, 204, 7.00e-01, 0
Tm, 167, 8.00e-01, 0
Tm, 170, 6.00e-01, 0
Tm, 171, 4.00e+01, 0
U, 230f, 1.00e-01, 0
U, 230m, 4.00e-03, 0
U, 230s, 3.00e-03, 0
U, 232f, 1.00e-02, 0
U, 232m, 7.00e-03, 0
U, 232s, 1.00e-03, 0
U, 233f, 9.00e-02, 0
U, 233m, 2.00e-02, 0
U, 233s, 6.00e-03, 0
U, 234f, 9.00e-02, 0
U, 234m, 2.00e-02, 0
U, 234s, 6.00e-03, 0
U, 235, Infinity, 0
U, 235f, Infinity, 0
U, 235m, Infinity, 0
U, 235s, Infinity, 0
U, 236f, Infinity, 0
U, 236m, 2.00e-02, 0
U, 236s, 6.00e-03, 0
U, 238, Infinity, 0
U, 238f, Infinity, 0
U, 238m, Infinity, 0
U, 238s, Infinity, 0
U, nat, Infinity, 0
U, enriched, Infinity, 0
U, dep, Infinity, 0
V, 48, 4.00e-01, 0
V, 49, 4.00e+01, 0
W, 178, 5.00e+00, 0
W, 181, 3.00e+01, 0
W, 185, 8.00e-01, 0
W, 187, 6.00e-01, 0
W, 188, 3.00e-01, 0
Xe, 122, 4.00e-01, 0
Xe, 123, 7.00e-01, 0
Xe, 127, 2.00e+00, 0
Xe, 131m, 4.00e+01, 0
Xe, 133, 1.00e+01, 0
Xe, 135, 2.00e+00, 0
Y, 87, 1.00e+00, 0
Y, 88, 4.00e-01, 0
Y, 90, 3.00e-01, 0
Y, 91, 6.00e-01, 0
Y, 91m, 2.00e+00, 0
Y, 92, 2.00e-01, 0
Y, 93, 3.00e-01, 0
Yb, 169, 1.00e+00, 0
Yb, 175, 9.00e-01, 0
Zn, 65, 2.00e+00, 0
Zn, 69, 6.00e-01, 0
Zn, 69m, 6.00e-01, 0
Zr, 88, 3.00e+00, 0
Zr, 93, Infinity, 0
Zr, 95, 8.00e-01, 0
Zr, 97, 4.00e-01, 0
